Player,Player-additional,Team,MP,OBPM,DBPM,VORP,Pos,Year
Justin Holiday,holidju01,SAC,641,-2.6,-0.8,-0.2,SG,2022
Alex Len,lenal01,SAC,620,-3.2,0.3,-0.1,C,2022
Trey Lyles,lylestr01,SAC,547,0.7,-1.6,0.1,PF,2022
Terence Davis,daviste02,SAC,536,-0.6,-0.4,0.2,SG,2022
Domantas Sabonis,sabondo01,SAC,504,1.8,0.5,0.5,PF,2022
Tristan Thompson,thomptr01,SAC,455,-2.0,-1.7,-0.2,C,2022
Jeremy Lamb,lambje01,SAC,322,-0.6,-0.9,0.0,SG,2022
Jahmi'us Ramsey,ramseja01,SAC,134,-3.5,-3.4,-0.2,SG,2022
Josh Jackson,jacksjo02,SAC,123,-7.2,-2.0,-0.2,SF,2022
Neemias Queta,quetane01,SAC,120,-4.1,-1.0,-0.1,C,2022
Louis King,kinglo02,SAC,104,-3.0,-1.6,-0.1,SF,2022
Robert Woodard II,woodaro01,SAC,42,-6.8,-3.6,-0.1,SF,2022
Justin Robinson,robinju01,SAC,15,-18.5,-7.7,-0.1,PG,2022
Emmanuel Mudiay,mudiaem01,SAC,11,-2.7,1.5,0.0,PG,2022
Ade Murkey,murkead01,SAC,1,-7.4,-2.3,0.0,SG,2022
Royce O'Neale,onealro01,UTA,2406,-0.8,1.7,1.7,SF,2022
Donovan Mitchell,mitchdo01,UTA,2266,4.6,-0.3,3.6,SG,2022
Jordan Clarkson,clarkjo01,UTA,2141,0.5,-1.2,0.7,SG,2022
Bojan Bogdanović,bogdabo02,UTA,2131,1.6,-1.6,1.1,PF,2022
Rudy Gobert,goberru01,UTA,2120,2.9,1.7,3.6,C,2022
Mike Conley,conlemi01,UTA,2058,2.4,0.7,2.7,PG,2022
Hassan Whiteside,whiteha01,UTA,1162,0.6,1.4,1.2,C,2022
Joe Ingles,inglejo01,UTA,1122,-0.7,0.5,0.5,SF,2022
Rudy Gay,gayru01,UTA,1038,-0.7,-0.3,0.3,PF,2022
Trent Forrest,forretr01,UTA,765,-2.3,1.2,0.2,PG,2022
Eric Paschall,pascher01,UTA,736,0.5,-1.0,0.3,PF,2022
Danuel House Jr.,houseda01,UTA,491,0.5,0.7,0.4,SF,2022
Jared Butler,butleja02,UTA,360,-2.3,0.7,0.0,SG,2022
Juancho Hernangómez,hernaju01,UTA,298,1.5,0.7,0.3,PF,2022
Udoka Azubuike,azubuud01,UTA,195,-1.8,0.4,0.0,C,2022
Nickeil Alexander-Walker,alexani01,UTA,149,-2.9,1.2,0.0,SG,2022
Elijah Hughes,hugheel01,UTA,112,-1.2,-0.3,0.0,SF,2022
Miye Oni,onimi01,UTA,44,-7.6,-0.3,-0.1,SG,2022
Malik Fitts,fittsma01,UTA,35,-7.9,-1.9,-0.1,PF,2022
Xavier Sneed,sneedxa01,UTA,31,-4.9,-3.3,0.0,SF,2022
Greg Monroe,monrogr01,UTA,26,4.6,-0.3,0.0,C,2022
Norvel Pelle,pelleno01,UTA,19,-3.0,-4.1,0.0,C,2022
Denzel Valentine,valende01,UTA,18,-8.1,1.6,0.0,SG,2022
Zylan Cheatham,cheatzy01,UTA,5,-19.3,-11.3,0.0,SF,2022
Miles Bridges,bridgmi02,CHO,2837,1.8,-0.3,2.5,PF,2022
Terry Rozier,roziete01,CHO,2458,2.4,-0.7,2.3,SG,2022
LaMelo Ball,ballla01,CHO,2422,3.3,0.1,3.3,PG,2022
Kelly Oubre Jr.,oubreke01,CHO,1999,0.2,-1.6,0.3,SF,2022
Cody Martin,martico01,CHO,1866,-1.2,0.7,0.7,SF,2022
Mason Plumlee,plumlma01,CHO,1793,-1.5,1.5,0.9,C,2022
P.J. Washington,washipj01,CHO,1768,-0.2,0.2,0.9,C,2022
Gordon Hayward,haywago01,CHO,1564,0.1,-0.8,0.5,SF,2022
Jalen McDaniels,mcdanja01,CHO,895,-1.9,-0.4,-0.1,SF,2022
Montrezl Harrell,harremo01,CHO,524,2.6,-0.8,0.5,C,2022
Ish Smith,smithis01,CHO,511,-3.7,-0.7,-0.3,PG,2022
Nick Richards,richani01,CHO,367,-2.6,-0.2,-0.1,C,2022
James Bouknight,bouknja01,CHO,304,-3.4,-3.7,-0.4,SG,2022
JT Thor,thorjt01,CHO,262,-3.1,0.1,-0.1,PF,2022
Isaiah Thomas,thomais02,CHO,219,-0.1,-2.6,0.0,PG,2022
Kai Jones,joneska01,CHO,63,-5.2,-1.4,-0.1,C,2022
Vernon Carey Jr.,careyve01,CHO,17,-2.8,-5.2,0.0,C,2022
Scottie Lewis,lewissc01,CHO,7,0.0,5.9,0.0,SG,2022
Arnoldas Kulboka,kulboar01,CHO,5,-14.7,-7.1,0.0,SF,2022
Tyler Herro,herroty01,MIA,2151,1.6,-0.9,1.5,SG,2022
Kyle Lowry,lowryky01,MIA,2133,1.1,0.8,2.1,PG,2022
Duncan Robinson,robindu01,MIA,2043,-0.3,-0.3,0.7,SG,2022
P.J. Tucker,tuckepj01,MIA,1981,-0.8,1.4,1.3,PF,2022
Jimmy Butler,butleji01,MIA,1931,4.5,1.9,4.0,SF,2022
Bam Adebayo,adebaba01,MIA,1825,1.7,2.1,2.7,C,2022
Gabe Vincent,vincega01,MIA,1589,-1.9,0.5,0.2,PG,2022
Max Strus,strusma01,MIA,1587,1.4,-0.4,1.2,SF,2022
Caleb Martin,martica02,MIA,1372,0.1,0.9,1.1,SF,2022
Dewayne Dedmon,dedmode01,MIA,1065,-2.2,1.1,0.3,C,2022
Omer Yurtseven,yurtsom01,MIA,706,-1.4,0.4,0.2,C,2022
Markieff Morris,morrima02,MIA,298,-1.5,-0.4,0.0,PF,2022
KZ Okpala,okpalkz01,MIA,244,-3.2,0.4,-0.1,PF,2022
Kyle Guy,guyky01,MIA,186,-3.1,-0.3,-0.1,SG,2022
Victor Oladipo,oladivi01,MIA,173,1.8,-0.5,0.1,SG,2022
Haywood Highsmith,highsha01,MIA,163,-3.3,-1.3,-0.1,SF,2022
Marcus Garrett,garrema01,MIA,128,-6.4,1.0,-0.1,SG,2022
Chris Silva,silvach01,MIA,88,-5.0,0.1,-0.1,PF,2022
Udonis Haslem,hasleud01,MIA,83,-6.4,-0.7,-0.1,C,2022
Mychal Mulder,muldemy01,MIA,44,-1.3,-2.6,0.0,PG,2022
Javonte Smart,smartja01,MIA,40,-0.2,-0.7,0.0,PG,2022
Nik Stauskas,stausni01,MIA,24,0.0,-1.3,0.0,SG,2022
Trae Young,youngtr01,ATL,2652,7.1,-2.0,4.8,PG,2022
Kevin Huerter,huertke01,ATL,2188,-0.5,-0.7,0.4,SF,2022
Clint Capela,capelca01,ATL,2042,2.1,-0.1,2.1,C,2022
Bogdan Bogdanović,bogdabo01,ATL,1848,1.5,-0.2,1.5,SG,2022
Danilo Gallinari,gallida01,ATL,1672,1.0,-1.2,0.8,PF,2022
John Collins,collijo01,ATL,1663,1.5,0.0,1.5,PF,2022
De'Andre Hunter,huntede01,ATL,1577,-2.4,-1.5,-0.8,SF,2022
Delon Wright,wrighde01,ATL,1452,-0.2,2.4,1.6,SG,2022
Onyeka Okongwu,okongon01,ATL,992,0.0,0.8,0.7,C,2022
Lou Williams,willilo02,ATL,799,-2.0,-1.4,-0.3,PG,2022
Cam Reddish,reddica01,ATL,797,-0.8,-0.7,0.1,SF,2022
Timothé Luwawu-Cabarrot,luwawti01,ATL,685,-2.3,-1.0,-0.2,SF,2022
Gorgui Dieng,dienggo01,ATL,371,1.4,0.8,0.4,C,2022
Skylar Mays,mayssk01,ATL,220,-1.2,-0.8,0.0,SG,2022
Solomon Hill,hillso01,ATL,139,-5.2,1.2,-0.1,SF,2022
Jalen Johnson,johnsja05,ATL,120,-3.9,-1.1,-0.1,PF,2022
Kevin Knox,knoxke01,ATL,111,-4.4,-2.5,-0.1,SF,2022
Chaundee Brown Jr.,brownch05,ATL,83,-2.4,-1.7,0.0,SG,2022
Wes Iwundu,iwundwe01,ATL,82,-4.1,-2.7,-0.1,SF,2022
Lance Stephenson,stephla01,ATL,70,-6.8,-0.8,-0.1,SG,2022
Malcolm Hill,hillma01,ATL,46,0.3,3.5,0.1,SG,2022
Cameron Oliver,oliveca01,ATL,43,2.3,-0.5,0.0,SF,2022
Sharife Cooper,coopesh01,ATL,39,-11.3,-5.0,-0.1,PG,2022
Cat Barber,barbeca01,ATL,13,-15.8,-7.6,-0.1,PG,2022
Desmond Bane,banede01,MEM,2266,2.5,0.3,2.7,SG,2022
Jaren Jackson Jr.,jacksja02,MEM,2126,-0.9,0.8,1.0,PF,2022
Steven Adams,adamsst01,MEM,1999,1.0,1.0,2.0,C,2022
Ja Morant,moranja01,MEM,1889,6.2,-0.1,3.9,PG,2022
De'Anthony Melton,meltode01,MEM,1657,0.3,1.6,1.6,SG,2022
Tyus Jones,jonesty01,MEM,1549,1.2,0.5,1.4,PG,2022
Kyle Anderson,anderky01,MEM,1484,-0.9,2.1,1.2,PF,2022
Ziaire Williams,willizi02,MEM,1346,-2.4,-0.6,-0.3,SF,2022
John Konchar,konchjo01,MEM,1292,0.2,1.3,1.2,SG,2022
Brandon Clarke,clarkbr01,MEM,1246,3.1,1.1,2.0,PF,2022
Dillon Brooks,brookdi01,MEM,885,-1.0,-0.8,0.0,SF,2022
Xavier Tillman Sr.,tillmxa01,MEM,701,-1.1,1.8,0.5,PF,2022
Killian Tillie,tilliki02,MEM,461,-3.8,1.1,-0.1,C,2022
Santi Aldama,aldamsa01,MEM,360,-4.2,-1.5,-0.3,PF,2022
Jarrett Culver,culveja01,MEM,338,-5.7,0.3,-0.3,SG,2022
Yves Pons,ponsyv01,MEM,71,-4.9,-1.7,-0.1,SF,2022
Sam Merrill,merrisa01,MEM,58,-2.2,-3.4,-0.1,SG,2022
Dakota Mathias,mathida01,MEM,16,-1.4,1.7,0.0,SG,2022
Shaq Buchanan,buchash01,MEM,10,-11.0,0.3,0.0,SG,2022
DaQuan Jeffries,jeffrda01,MEM,9,-5.8,0.9,0.0,SG,2022
Xavier Sneed,sneedxa01,MEM,8,-14.5,-5.5,0.0,SF,2022
Jon Teske,teskejo01,MEM,8,-8.5,3.7,0.0,C,2022
Tyrell Terry,terryty01,MEM,3,-3.4,2.5,0.0,PG,2022
Reggie Jackson,jacksre01,LAC,2337,-1.4,-1.6,-0.6,SG,2022
Terance Mann,mannte01,LAC,2317,-0.8,0.2,0.8,SF,2022
Luke Kennard,kennalu01,LAC,1919,0.8,-0.3,1.2,SG,2022
Ivica Zubac,zubaciv01,LAC,1852,-0.1,0.8,1.3,C,2022
Amir Coffey,coffeam01,LAC,1567,-0.3,0.0,0.7,SG,2022
Marcus Morris,morrima03,LAC,1564,-0.3,-1.0,0.3,PF,2022
Nicolas Batum,batumni01,LAC,1462,0.5,1.9,1.6,PF,2022
Eric Bledsoe,bledser01,LAC,1361,-2.1,1.3,0.4,PG,2022
Isaiah Hartenstein,harteis01,LAC,1216,1.4,3.1,2.0,C,2022
Paul George,georgpa01,LAC,1077,1.8,1.9,1.6,PF,2022
Brandon Boston Jr.,bostobr01,LAC,760,-3.0,-0.4,-0.3,SG,2022
Serge Ibaka,ibakase01,LAC,538,-1.3,0.3,0.1,C,2022
Robert Covington,covinro01,LAC,509,1.9,2.2,0.8,PF,2022
Justise Winslow,winslju01,LAC,479,-3.5,2.0,0.1,PF,2022
Xavier Moon,moonxa01,LAC,137,-1.1,1.0,0.1,SG,2022
Keon Johnson,johnske07,LAC,135,-6.0,0.3,-0.1,SG,2022
Rodney Hood,hoodro01,LAC,128,-1.8,-0.5,0.0,SF,2022
Norman Powell,powelno01,LAC,125,7.8,-0.1,0.3,SG,2022
Jay Scrubb,scrubja01,LAC,121,-4.4,-0.4,-0.1,SG,2022
Semi Ojeleye,ojelese01,LAC,98,-1.7,-1.4,0.0,PF,2022
Wenyen Gabriel,gabriwe01,LAC,46,-6.6,-0.9,-0.1,PF,2022
James Ennis III,ennisja01,LAC,28,3.7,0.3,0.0,SF,2022
Moses Wright,wrighmo01,LAC,1,10.8,13.4,0.0,PF,2022
Jayson Tatum,tatumja01,BOS,2731,4.3,0.6,4.8,SF,2022
Marcus Smart,smartma01,BOS,2296,-1.2,1.7,1.5,PG,2022
Jaylen Brown,brownja02,BOS,2220,1.9,0.1,2.2,SF,2022
Al Horford,horfoal01,BOS,2005,1.4,2.9,3.2,C,2022
Grant Williams,willigr01,BOS,1875,-1.4,1.1,0.8,PF,2022
Robert Williams,williro04,BOS,1804,2.4,3.1,3.4,C,2022
Dennis Schröder,schrode01,BOS,1433,-1.2,0.0,0.3,PG,2022
Josh Richardson,richajo01,BOS,1087,-1.0,1.2,0.6,SG,2022
Payton Pritchard,pritcpa01,BOS,1001,1.7,0.1,1.0,PG,2022
Romeo Langford,langfro01,BOS,728,-2.3,1.1,0.2,SG,2022
Derrick White,whitede01,BOS,713,-1.4,0.5,0.2,SG,2022
Aaron Nesmith,nesmiaa01,BOS,574,-4.9,0.7,-0.3,SF,2022
Enes Freedom,kanteen01,BOS,411,-1.2,-0.2,0.1,C,2022
Daniel Theis,theisda01,BOS,393,-1.0,0.9,0.2,C,2022
Sam Hauser,hausesa01,BOS,158,2.7,-0.3,0.2,SF,2022
Jabari Parker,parkeja01,BOS,112,-0.3,1.1,0.1,PF,2022
Juancho Hernangómez,hernaju01,BOS,96,-6.9,-1.4,-0.2,PF,2022
Luke Kornet,kornelu01,BOS,85,0.6,1.4,0.1,C,2022
Brodric Thomas,thomabr01,BOS,60,-3.6,0.8,0.0,SG,2022
Bruno Fernando,fernabr01,BOS,58,-3.2,0.4,0.0,C,2022
Malik Fitts,fittsma01,BOS,28,8.6,1.2,0.1,PF,2022
Nik Stauskas,stausni01,BOS,15,-2.4,-4.8,0.0,SG,2022
Kelan Martin,martike03,BOS,6,-14.7,-10.5,0.0,SF,2022
Matt Ryan,ryanma01,BOS,5,-9.9,-3.8,0.0,SF,2022
Juwan Morgan,morgaju01,BOS,4,-4.0,-2.0,0.0,PF,2022
C.J. Miles,milescj01,BOS,2,-16.3,0.0,0.0,SG,2022
Joe Johnson,johnsjo02,BOS,2,12.1,2.8,0.0,SG,2022
Justin Jackson,jacksju01,BOS,2,1.9,-4.4,0.0,SF,2022
Darius Garland,garlada01,CLE,2430,3.4,-0.8,2.8,PG,2022
Evan Mobley,mobleev01,CLE,2331,-0.9,1.5,1.5,PF,2022
Isaac Okoro,okorois01,CLE,1981,-2.4,0.7,0.1,SF,2022
Lauri Markkanen,markkla01,CLE,1878,0.4,-0.1,1.1,SF,2022
Jarrett Allen,allenja01,CLE,1809,2.7,1.2,2.7,C,2022
Kevin Love,loveke01,CLE,1665,4.4,0.1,2.7,C,2022
Cedi Osman,osmande01,CLE,1462,-0.3,0.5,0.8,SF,2022
Lamar Stevens,stevela01,CLE,1015,-3.2,0.3,-0.2,PF,2022
Dean Wade,wadede01,CLE,980,-1.9,1.3,0.4,PF,2022
Ricky Rubio,rubiori01,CLE,970,-1.0,1.2,0.5,PG,2022
Caris LeVert,leverca01,CLE,567,-2.1,-1.1,-0.2,SG,2022
Brandon Goodwin,goodwbr01,CLE,502,-2.6,1.1,0.1,PG,2022
Dylan Windler,windldy01,CLE,459,-3.0,1.2,0.0,SF,2022
Rajon Rondo,rondora01,CLE,408,-0.7,1.0,0.2,PG,2022
Collin Sexton,sextoco01,CLE,316,-3.5,-0.7,-0.2,SG,2022
Denzel Valentine,valende01,CLE,204,-2.7,0.3,0.0,SG,2022
Ed Davis,davised01,CLE,201,-4.2,2.5,0.0,C,2022
Moses Brown,brownmo01,CLE,176,-0.2,-1.7,0.0,C,2022
Kevin Pangos,pangoke01,CLE,166,-4.7,-1.4,-0.2,PG,2022
RJ Nembhard Jr.,nembhrj01,CLE,63,-4.4,-1.5,-0.1,SG,2022
Tacko Fall,fallta01,CLE,59,-4.1,0.8,0.0,C,2022
Justin Anderson,anderju01,CLE,47,-3.0,0.4,0.0,SF,2022
Luke Kornet,kornelu01,CLE,15,-6.7,-3.2,0.0,C,2022
Tre Scott,scotttr01,CLE,11,-4.8,1.8,0.0,SF,2022
Malik Newman,newmama01,CLE,8,6.3,0.1,0.0,PG,2022
Tim Frazier,fraziti01,CLE,8,-17.8,-5.8,0.0,PG,2022
DeMar DeRozan,derozde01,CHI,2743,3.4,-0.9,3.1,PF,2022
Nikola Vučević,vucevni01,CHI,2418,0.8,0.1,1.8,C,2022
Zach LaVine,lavinza01,CHI,2328,3.9,-1.5,2.6,SG,2022
Ayo Dosunmu,dosunay01,CHI,2110,-1.9,-0.1,0.0,SG,2022
Coby White,whiteco01,CHI,1675,-0.4,-1.7,0.0,PG,2022
Javonte Green,greenja02,CHI,1519,-0.6,0.7,0.8,SF,2022
Lonzo Ball,balllo01,CHI,1212,0.9,1.6,1.4,PG,2022
Alex Caruso,carusal01,CHI,1147,-2.2,2.3,0.6,SG,2022
Troy Brown Jr.,browntr01,CHI,1055,-1.7,-0.2,0.1,SF,2022
Derrick Jones Jr.,jonesde02,CHI,899,-1.5,0.5,0.2,PF,2022
Tony Bradley,bradlto01,CHI,549,-2.0,0.2,0.0,C,2022
Matt Thomas,thomama02,CHI,459,-1.2,-1.5,-0.1,SG,2022
Patrick Williams,willipa01,CHI,422,-0.9,-0.7,0.0,PF,2022
Tristan Thompson,thomptr01,CHI,376,-0.9,-0.8,0.0,C,2022
Alfonzo McKinnie,mckinal01,CHI,206,-5.6,-3.4,-0.4,SF,2022
Tyler Cook,cookty01,CHI,200,-3.0,-1.1,-0.1,PF,2022
Malcolm Hill,hillma01,CHI,166,-1.5,-1.6,0.0,SF,2022
Alize Johnson,johnsal02,CHI,121,-3.4,-0.6,-0.1,PF,2022
Devon Dotson,dotsode01,CHI,85,-3.4,-1.5,-0.1,PG,2022
Marko Simonovic,simonma01,CHI,35,-6.1,-5.0,-0.1,C,2022
Mac McClung,mccluma01,CHI,3,-6.9,-8.4,0.0,PG,2022
Jordan Bell,belljo01,CHI,2,-8.1,10.8,0.0,C,2022
Jrue Holiday,holidjr01,MIL,2207,2.9,0.3,2.9,PG,2022
Giannis Antetokounmpo,antetgi01,MIL,2204,7.6,3.5,7.4,PF,2022
Khris Middleton,middlkh01,MIL,2141,1.9,-0.3,1.9,SF,2022
Bobby Portis,portibo01,MIL,2028,1.2,-1.0,1.1,C,2022
Grayson Allen,allengr01,MIL,1805,0.6,-0.2,1.1,SG,2022
Pat Connaughton,connapa01,MIL,1691,0.8,0.3,1.4,SF,2022
George Hill,hillge01,MIL,1253,-2.2,0.6,0.1,PG,2022
Jordan Nwora,nworajo01,MIL,1185,-2.7,-1.5,-0.6,SF,2022
Wesley Matthews,matthwe02,MIL,1002,-3.0,-0.3,-0.3,SG,2022
Rodney Hood,hoodro01,MIL,581,-3.2,-0.2,-0.2,PF,2022
Thanasis Antetokounmpo,antetth01,MIL,473,-3.5,-0.1,-0.2,SF,2022
Sandro Mamukelashvili,mamuksa01,MIL,407,0.6,-1.0,0.2,PF,2022
Jevon Carter,carteje01,MIL,353,0.9,0.3,0.3,PG,2022
Donte DiVincenzo,divindo01,MIL,341,-3.8,-1.6,-0.3,SG,2022
Serge Ibaka,ibakase01,MIL,339,-1.4,-1.0,0.0,C,2022
Semi Ojeleye,ojelese01,MIL,308,-4.9,-1.7,-0.4,PF,2022
Brook Lopez,lopezbr01,MIL,298,-0.7,-0.7,0.1,C,2022
DeMarcus Cousins,couside01,MIL,287,-0.3,0.9,0.2,C,2022
Lindell Wigginton,wiggili01,MIL,199,-3.2,-1.9,-0.2,PG,2022
Justin Robinson,robinju01,MIL,198,-6.3,-0.3,-0.2,PG,2022
Javonte Smart,smartja01,MIL,160,-7.3,-0.8,-0.2,PG,2022
DeAndre' Bembry,bembrde01,MIL,77,-4.4,0.5,0.0,SF,2022
Greg Monroe,monrogr01,MIL,70,-2.2,-2.3,0.0,C,2022
Langston Galloway,gallola01,MIL,49,-8.5,-0.6,-0.1,SG,2022
Georgios Kalaitzakis,kalaige01,MIL,48,-5.8,-2.1,-0.1,SF,2022
Rayjon Tucker,tuckera01,MIL,42,3.5,1.1,0.1,SG,2022
Luke Kornet,kornelu01,MIL,3,-14.2,-10.5,0.0,C,2022
Jeff Dowtin Jr.,dowtije01,MIL,3,-15.7,-6.9,0.0,PG,2022
Javin DeLaurier,delauja01,MIL,3,-4.8,11.8,0.0,C,2022
Anfernee Simons,simonan01,POR,1681,1.9,-2.7,0.5,SG,2022
Jusuf Nurkić,nurkiju01,POR,1579,0.1,0.2,0.9,C,2022
Robert Covington,covinro01,POR,1431,-2.8,1.6,0.3,PF,2022
Norman Powell,powelno01,POR,1333,0.6,-1.6,0.3,SF,2022
Ben McLemore,mclembe01,POR,1285,-0.7,-2.5,-0.4,SG,2022
CJ McCollum,mccolcj01,POR,1267,1.8,-1.7,0.7,SG,2022
CJ Elleby,ellebcj01,POR,1174,-3.8,-1.5,-1.0,SF,2022
Nassir Little,littlna01,POR,1088,-0.9,-0.6,0.2,SF,2022
Damian Lillard,lillada01,POR,1056,4.0,-2.7,0.9,PG,2022
Trendon Watford,watfotr01,POR,869,-1.4,-0.4,0.1,SF,2022
Larry Nance Jr.,nancela02,POR,858,-0.3,0.6,0.5,C,2022
Drew Eubanks,eubandr01,POR,650,0.8,-2.3,0.1,C,2022
Greg Brown III,browngr01,POR,640,-4.0,-0.7,-0.4,SF,2022
Brandon Williams,willibr03,POR,640,-2.6,-3.1,-0.6,PG,2022
Dennis Smith Jr.,smithde03,POR,638,-2.8,1.2,0.1,PG,2022
Keon Johnson,johnske07,POR,562,-3.5,-2.5,-0.6,SG,2022
Tony Snell,snellto01,POR,546,-4.1,-1.0,-0.4,SG,2022
Josh Hart,hartjo01,POR,417,2.7,-1.0,0.4,SG,2022
Cody Zeller,zelleco01,POR,355,-1.2,-1.0,0.0,C,2022
Keljin Blevins,blevike01,POR,349,-5.6,-2.9,-0.6,SF,2022
Kris Dunn,dunnkr01,POR,336,-4.6,-0.8,-0.3,PG,2022
Elijah Hughes,hugheel01,POR,322,-6.6,-2.3,-0.6,SG,2022
Justise Winslow,winslju01,POR,295,-1.3,-0.7,0.0,PF,2022
Reggie Perry,perryre01,POR,177,-2.8,-1.0,-0.1,PF,2022
Didi Louzada,louzama01,POR,122,-4.1,-3.1,-0.2,SG,2022
Cameron McGriff,mcgrica01,POR,46,-1.0,-3.0,0.0,SF,2022
Jarron Cumberland,cumbeja01,POR,12,-4.4,-2.2,0.0,SG,2022
Tyrese Maxey,maxeyty01,PHI,2650,1.3,-0.7,1.8,PG,2022
Tobias Harris,harrito02,PHI,2543,0.6,-0.6,1.3,PF,2022
Joel Embiid,embiijo01,PHI,2297,7.2,2.0,6.5,C,2022
Georges Niang,niangge01,PHI,1736,-0.8,-1.1,0.0,PF,2022
Matisse Thybulle,thybuma01,PHI,1685,-2.2,3.3,1.3,SG,2022
Seth Curry,curryse01,PHI,1566,-0.1,-0.9,0.4,SG,2022
Furkan Korkmaz,korkmfu01,PHI,1414,-2.0,-1.1,-0.4,SG,2022
Danny Green,greenda02,PHI,1353,-1.4,0.8,0.5,SF,2022
Shake Milton,miltosh01,PHI,1179,-1.6,-0.6,-0.1,SG,2022
Andre Drummond,drumman01,PHI,902,-1.2,2.5,0.7,C,2022
James Harden,hardeja01,PHI,792,3.8,0.1,1.2,PG,2022
Isaiah Joe,joeis01,PHI,609,-3.1,-1.5,-0.4,SG,2022
Paul Reed,reedpa01,PHI,302,-0.8,2.9,0.3,C,2022
DeAndre Jordan,jordade01,PHI,214,-1.6,-1.4,0.0,C,2022
Charles Bassey,bassech01,PHI,168,-0.4,2.1,0.2,C,2022
Charlie Brown Jr.,brownch02,PHI,162,-5.0,-0.1,-0.1,SG,2022
Paul Millsap,millspa01,PHI,106,-4.1,-0.4,-0.1,C,2022
Myles Powell,powelmy01,PHI,52,-10.5,-2.2,-0.1,PG,2022
Tyler Johnson,johnsty01,PHI,38,-2.4,0.5,0.0,PG,2022
Aaron Henry,henryaa01,PHI,17,-14.0,-2.4,-0.1,SF,2022
Braxton Key,keybr01,PHI,6,-9.5,3.3,0.0,SF,2022
Jaden Springer,sprinja01,PHI,6,8.3,8.7,0.0,SG,2022
Willie Cauley-Stein,caulewi01,PHI,6,-4.6,5.8,0.0,C,2022
Kyle Kuzma,kuzmaky01,WAS,2239,-0.2,-1.5,0.2,PF,2023
Kristaps Porziņģis,porzikr01,WAS,2120,3.8,0.5,3.4,C,2023
Corey Kispert,kispeco01,WAS,2093,-0.1,-1.4,0.2,SF,2023
Deni Avdija,avdijde01,WAS,2020,-2.8,0.5,-0.1,SF,2023
Monte Morris,morrimo01,WAS,1695,0.8,-0.4,1.1,PG,2023
Bradley Beal,bealbr01,WAS,1673,2.9,-1.2,1.6,SG,2023
Daniel Gafford,gaffoda01,WAS,1604,0.4,0.6,1.2,C,2023
Delon Wright,wrighde01,WAS,1221,0.4,3.1,1.7,PG,2023
Jordan Goodwin,goodwjo01,WAS,1106,-0.7,1.4,0.8,PG,2023
Will Barton,bartowi01,WAS,782,-1.7,-0.9,-0.1,SG,2023
Rui Hachimura,hachiru01,WAS,728,-1.2,-1.4,-0.1,PF,2023
Anthony Gill,gillan01,WAS,624,-2.4,-0.9,-0.2,PF,2023
Taj Gibson,gibsota01,WAS,480,-3.6,0.5,-0.1,C,2023
Kendrick Nunn,nunnke01,WAS,436,-0.4,-1.3,0.0,SG,2023
Johnny Davis,davisjo06,WAS,423,-5.8,-1.7,-0.6,SG,2023
Quenton Jackson,jacksqu01,WAS,135,-3.7,-1.5,-0.1,PG,2023
Xavier Cooks,cooksxa01,WAS,126,-3.2,-0.4,-0.1,PF,2023
Jay Huff,huffja01,WAS,95,2.8,1.2,0.1,C,2023
Isaiah Todd,toddis01,WAS,61,-10.3,-3.9,-0.2,PF,2023
Devon Dotson,dotsode01,WAS,53,-7.0,1.8,0.0,PG,2023
Vernon Carey Jr.,careyve01,WAS,28,-7.1,2.1,0.0,C,2023
Jamaree Bouyea,bouyeja01,WAS,6,-16.1,-1.7,0.0,PG,2023
Jordan Schakel,schakjo01,WAS,6,7.7,9.3,0.0,SF,2023
Jordan Poole,poolejo01,GSW,2458,-0.1,-1.8,0.1,PG,2023
Draymond Green,greendr01,GSW,2297,-1.8,2.6,1.6,PF,2023
Klay Thompson,thompkl01,GSW,2279,1.5,-1.7,1.0,SF,2023
Kevon Looney,looneke01,GSW,1958,0.9,1.3,2.0,C,2023
Stephen Curry,curryst01,GSW,1941,7.5,0.1,4.7,PG,2023
Donte DiVincenzo,divindo01,GSW,1894,-0.6,1.3,1.3,SG,2023
Jonathan Kuminga,kuminjo01,GSW,1394,-1.7,-0.1,0.1,PF,2023
Anthony Lamb,lamban01,GSW,1195,-1.6,0.4,0.3,SF,2023
Andrew Wiggins,wiggian01,GSW,1190,-0.1,-0.4,0.5,SF,2023
Moses Moody,moodymo01,GSW,817,-1.7,-0.9,-0.1,SG,2023
Ty Jerome,jeromty01,GSW,816,-1.1,0.3,0.3,SG,2023
JaMychal Green,greenja01,GSW,797,-0.7,0.2,0.3,PF,2023
James Wiseman,wisemja01,GSW,262,-1.3,-0.5,0.0,C,2023
Patrick Baldwin Jr.,baldwpa01,GSW,226,-0.7,-1.4,0.0,SF,2023
Andre Iguodala,iguodan01,GSW,113,-4.3,1.7,0.0,PF,2023
Gary Payton II,paytoga02,GSW,112,0.5,1.9,0.1,SG,2023
Ryan Rollins,rolliry01,GSW,62,-11.3,-3.7,-0.2,PG,2023
Lester Quiñones,quinole01,GSW,18,-6.4,-3.7,0.0,SG,2023
Anthony Edwards,edwaran01,MIN,2842,1.0,0.0,2.1,SG,2023
Jaden McDaniels,mcdanja02,MIN,2416,-1.7,0.5,0.5,SF,2023
Rudy Gobert,goberru01,MIN,2148,0.0,0.7,1.4,C,2023
