Player,Player-additional,Team,MP,OBPM,DBPM,VORP,Pos,Year,Salary
Jonathan Isaac,isaacjo01,ORL,914,1.4,2.4,1.4,PF,2024,17400000.0
Jonathan Isaac,isaacjo01,ORL,1090,-1.1,1.8,0.7,PF,2025,25000000.0
Jaden Ivey,iveyja01,DET,2304,-1.4,-1.9,-0.7,SG,2023,7252200.0
Jaden Ivey,iveyja01,DET,2217,-1.4,-1.7,-0.6,SG,2024,7641480.0
Jaden Ivey,iveyja01,DET,898,0.8,-0.8,0.5,SG,2025,7977240.0
Wes Iwundu,iwundwe01,DAL,288,-5.5,0.5,-0.2,SF,2021,1678854.0
Wes Iwundu,iwundwe01,ATL,82,-4.1,-2.7,-0.1,SF,2022,1824003.0
Andre Jackson Jr.,jacksan01,MIL,572,-3.6,0.0,-0.2,SG,2024,1119563.0
Andre Jackson Jr.,jacksan01,MIL,980,-3.6,0.2,-0.3,SG,2025,1891857.0
Frank Jackson,jacksfr01,DET,1164,-1.8,-1.7,-0.4,PG,2022,3000000.0
GG Jackson II,jacksgg01,MEM,1233,-0.2,-1.8,0.0,PF,2024,1991428.0
GG Jackson II,jacksgg01,MEM,459,-3.3,-2.0,-0.4,PF,2025,1891857.0
Isaiah Jackson,jacksis01,IND,541,-1.6,0.0,0.0,C,2022,2451240.0
Isaiah Jackson,jacksis01,IND,1042,-1.7,0.9,0.3,C,2023,2573760.0
Isaiah Jackson,jacksis01,IND,771,0.3,1.4,0.7,C,2024,2696280.0
Isaiah Jackson,jacksis01,IND,84,-1.0,1.8,0.1,C,2025,4435381.0
Jaren Jackson Jr.,jacksja02,MEM,258,-0.7,0.7,0.1,C,2021,7257360.0
Jaren Jackson Jr.,jacksja02,MEM,2126,-0.9,0.8,1.0,PF,2022,9180560.0
Jaren Jackson Jr.,jacksja02,MEM,1787,0.7,2.0,2.2,C,2023,28946605.0
Jaren Jackson Jr.,jacksja02,MEM,2124,0.0,0.4,1.3,C,2024,27102202.0
Jaren Jackson Jr.,jacksja02,MEM,2207,1.6,0.8,2.4,C,2025,25257798.0
Josh Jackson,jacksjo02,DET,1560,-2.5,-0.5,-0.4,SG,2021,4767000.0
Josh Jackson,jacksjo02,DET,707,-3.5,-0.2,-0.3,SF,2022,5005350.0
Justin Jackson,jacksju01,BOS,107,-4.2,1.6,0.0,SF,2023,1836090.0
Reggie Jackson,jacksre01,LAC,1544,0.6,-0.2,0.9,SG,2021,1620564.0
Reggie Jackson,jacksre01,LAC,2337,-1.4,-1.6,-0.6,SG,2022,10384500.0
Reggie Jackson,jacksre01,LAC,1338,-2.6,-1.0,-0.6,PG,2023,580373.0
Reggie Jackson,jacksre01,DEN,1817,-1.8,-1.5,-0.6,PG,2024,5000000.0
Reggie Jackson,jacksre01,PHI,384,-3.2,-0.8,-0.2,PG,2025,2087519.0
Trayce Jackson-Davis,jackstr02,GSW,1130,1.5,1.2,1.4,PF,2024,1119563.0
Trayce Jackson-Davis,jackstr02,GSW,967,0.3,0.9,0.8,C,2025,1891857.0
Bronny James,jamesbr02,LAL,181,-5.9,-1.3,-0.2,SG,2025,1157153.0
Justin James,jamesju01,SAC,310,-2.0,-2.3,-0.2,SF,2021,1517981.0
LeBron James,jamesle01,LAL,1504,5.9,2.3,3.8,PG,2021,39219565.0
LeBron James,jamesle01,LAL,2084,6.9,0.8,5.1,C,2022,41180544.0
LeBron James,jamesle01,LAL,1954,5.5,0.6,4.0,PF,2023,44474988.0
LeBron James,jamesle01,LAL,2504,5.5,0.9,5.4,PF,2024,47607350.0
LeBron James,jamesle01,LAL,2444,4.9,0.7,4.7,SF,2025,48728845.0
Mike James,jamesmi02,BRK,236,-2.1,-2.3,-0.1,PG,2021,39608.0
Jaime Jaquez Jr.,jaqueja01,MIA,2113,-2.2,0.3,0.1,SF,2024,3510600.0
Jaime Jaquez Jr.,jaqueja01,MIA,1368,-1.4,0.5,0.4,SF,2025,3685800.0
DaQuan Jeffries,jeffrda01,HOU,261,-3.5,-0.6,-0.1,SG,2021,1445697.0
DaQuan Jeffries,jeffrda01,CHO,1071,-4.0,-0.7,-0.7,SG,2025,2425204.0
Ty Jerome,jeromty01,OKC,788,0.1,-0.8,0.3,SG,2021,2303040.0
Ty Jerome,jeromty01,OKC,801,-2.2,-0.2,-0.1,SG,2022,2412840.0
Ty Jerome,jeromty01,CLE,15,-4.1,-0.8,0.0,SG,2024,2439025.0
Ty Jerome,jeromty01,CLE,1392,3.5,0.8,2.2,SG,2025,2560975.0
Isaiah Joe,joeis01,PHI,383,-2.0,-1.0,-0.1,SG,2021,898310.0
Isaiah Joe,joeis01,PHI,609,-3.1,-1.5,-0.4,SG,2022,1517981.0
Isaiah Joe,joeis01,OKC,1395,1.3,-0.4,1.0,SG,2023,1836090.0
Isaiah Joe,joeis01,OKC,1445,1.1,-0.3,1.0,SG,2024,1997238.0
Isaiah Joe,joeis01,OKC,1604,1.4,-0.1,1.4,SG,2025,12991650.0
AJ Johnson,johnsaj01,WAS,595,-5.8,-2.5,-0.9,SG,2025,2795294.0
Alize Johnson,johnsal02,BRK,189,2.7,0.0,0.2,PF,2021,399591.0
Alize Johnson,johnsal02,SAS,30,-7.4,-1.7,-0.1,PF,2023,1392896.0
Cameron Johnson,johnsca02,PHO,1437,0.0,-0.2,0.7,PF,2021,4033440.0
Cameron Johnson,johnsca02,PHO,1730,2.0,0.7,2.1,PF,2022,4437000.0
Cameron Johnson,johnsca02,BRK,770,1.4,0.6,0.8,PF,2023,5887899.0
Cameron Johnson,johnsca02,BRK,1599,0.9,-0.5,1.0,PF,2024,25679348.0
Cameron Johnson,johnsca02,BRK,1800,3.5,-0.4,2.3,PF,2025,22500000.0
James Johnson,johnsja01,NOP,539,-3.3,0.5,-0.1,PF,2021,16047100.0
James Johnson,johnsja01,BRK,1191,-2.7,0.6,-0.1,PF,2022,1669178.0
James Johnson,johnsja01,IND,162,-5.7,1.2,-0.1,PF,2023,590926.0
James Johnson,johnsja01,IND,47,-8.0,2.2,0.0,PF,2024,777703.0
James Johnson,johnsja01,IND,37,-9.6,-0.2,-0.1,PF,2025,2087519.0
Jalen Johnson,johnsja05,ATL,120,-3.9,-1.1,-0.1,PF,2022,2659580.0
Jalen Johnson,johnsja05,ATL,1042,-1.2,1.5,0.6,SF,2023,2792640.0
Jalen Johnson,johnsja05,ATL,1889,0.4,0.8,1.5,SF,2024,2925360.0
Jalen Johnson,johnsja05,ATL,1284,0.5,1.4,1.2,SF,2025,4510905.0
Keldon Johnson,johnske04,SAS,1968,-0.9,-0.7,0.2,SF,2021,2048040.0
Keldon Johnson,johnske04,SAS,2392,0.7,-1.2,0.9,SF,2022,2145720.0
Keldon Johnson,johnske04,SAS,2063,0.7,-2.5,0.1,SF,2023,3873025.0
Keldon Johnson,johnske04,SAS,2038,-0.3,-1.4,0.2,SF,2024,20000000.0
Keldon Johnson,johnske04,SAS,1838,0.0,-1.6,0.2,SF,2025,19000000.0
Keon Johnson,johnske07,POR,562,-3.5,-2.5,-0.6,SG,2022,2553120.0
Keon Johnson,johnske07,POR,416,-3.8,-1.6,-0.4,SG,2023,2681040.0
Keon Johnson,johnske07,BRK,61,-1.6,-1.1,0.0,SG,2024,2808720.0
Keon Johnson,johnske07,BRK,1925,-3.1,-0.1,-0.6,SG,2025,2162606.0
Keshad Johnson,johnske10,MIA,98,-1.0,0.9,0.0,SF,2025,724883.0
Stanley Johnson,johnsst04,TOR,1006,-3.8,1.2,-0.1,PF,2021,3804150.0
Stanley Johnson,johnsst04,LAL,1094,-2.8,0.1,-0.2,PF,2022,888616.0
Stanley Johnson,johnsst04,SAS,469,-0.8,-0.2,0.1,SF,2023,1245164.0
Tyler Johnson,johnsty01,BRK,684,-2.4,-1.0,-0.2,SG,2021,1620564.0
Nikola Jokić,jokicni01,DEN,2488,9.1,3.0,8.8,C,2021,29542010.0
Nikola Jokić,jokicni01,DEN,2476,9.2,4.5,9.8,C,2022,31579390.0
Nikola Jokić,jokicni01,DEN,2323,8.5,4.5,8.8,C,2023,33047804.0
Nikola Jokić,jokicni01,DEN,2737,9.0,4.2,10.6,C,2024,47607350.0
Nikola Jokić,jokicni01,DEN,2571,9.9,3.3,9.8,C,2025,51415938.0
Carlik Jones,jonesca03,CHI,56,-2.8,0.4,0.0,PG,2023,357717.0
Colby Jones,jonesco02,SAC,192,-5.4,0.4,-0.1,SG,2024,2019706.0
Colby Jones,jonesco02,WAS,385,-3.1,0.2,-0.1,SG,2025,2120693.0
Damian Jones,jonesda03,SAC,341,-1.0,0.3,0.1,C,2021,237965.0
Damian Jones,jonesda03,SAC,1017,-0.2,0.5,0.6,C,2022,1977011.0
Damian Jones,jonesda03,UTA,301,-1.7,0.2,0.0,C,2023,2298385.0
Damian Jones,jonesda03,CLE,270,-1.7,1.2,0.1,C,2024,2586665.0
Derrick Jones Jr.,jonesde02,POR,1318,-1.4,0.0,0.2,SF,2021,9258000.0
Derrick Jones Jr.,jonesde02,CHI,899,-1.5,0.5,0.2,PF,2022,9720900.0
Derrick Jones Jr.,jonesde02,CHI,893,-1.2,0.8,0.3,PF,2023,3200000.0
Derrick Jones Jr.,jonesde02,DAL,1783,-1.3,-0.3,0.2,SF,2024,2019706.0
Derrick Jones Jr.,jonesde02,LAC,1873,-1.0,0.7,0.8,SF,2025,9523810.0
Dillon Jones,jonesdi01,OKC,551,-4.3,0.3,-0.3,SF,2025,2622360.0
Herbert Jones,joneshe01,NOP,2335,-2.0,1.5,0.9,PF,2022,1700000.0
Herbert Jones,joneshe01,NOP,1951,-1.9,1.7,0.8,PF,2023,1785000.0
Herbert Jones,joneshe01,NOP,2321,-0.9,1.5,1.6,SF,2024,12015150.0
Herbert Jones,joneshe01,NOP,648,-3.9,0.2,-0.3,SF,2025,12976362.0
Isaac Jones,jonesis01,SAC,304,-0.9,-0.8,0.0,PF,2025,152957.0
Kai Jones,joneska01,CHO,63,-5.2,-1.4,-0.1,C,2022,2770560.0
Kai Jones,joneska01,CHO,550,-4.8,0.8,-0.3,C,2023,2909040.0
Kai Jones,joneska01,DAL,260,4.2,0.6,0.4,C,2025,2196970.0
Tre Jones,jonestr01,SAS,269,-2.2,-1.3,-0.1,PG,2021,898310.0
Tre Jones,jonestr01,SAS,1148,-0.9,0.4,0.4,PG,2022,1517981.0
Tre Jones,jonestr01,SAS,1984,-0.2,-0.8,0.5,PG,2023,1782621.0
Tre Jones,jonestr01,SAS,2138,-0.4,0.1,0.9,PG,2024,9895833.0
Tre Jones,jonestr01,CHI,455,2.1,1.0,0.6,PG,2025,9104167.0
Tyus Jones,jonesty01,MEM,1222,-0.1,0.9,0.9,PG,2021,8817143.0
Tyus Jones,jonesty01,MEM,1549,1.2,0.5,1.4,PG,2022,8376286.0
Tyus Jones,jonesty01,MEM,1940,1.2,0.3,1.7,PG,2023,1500000.0
Tyus Jones,jonesty01,WAS,1933,1.5,-0.9,1.3,PG,2024,14000000.0
Tyus Jones,jonesty01,PHO,2174,1.4,-1.3,1.1,PG,2025,2087519.0
DeAndre Jordan,jordade01,BRK,1246,0.1,1.0,0.9,C,2021,10375678.0
DeAndre Jordan,jordade01,LAL,408,-1.5,0.9,0.2,C,2022,374126.0
DeAndre Jordan,jordade01,DEN,586,-2.4,0.7,0.0,C,2023,1836090.0
DeAndre Jordan,jordade01,DEN,396,-1.7,-0.1,0.0,C,2024,2019706.0
DeAndre Jordan,jordade01,DEN,691,-1.4,0.2,0.2,C,2025,2087519.0
Cory Joseph,josepco01,SAC,944,-3.0,-0.3,-0.3,PG,2021,12600000.0
Cory Joseph,josepco01,DET,1600,-2.0,-0.1,0.0,PG,2022,4910000.0
Cory Joseph,josepco01,DET,1227,-0.7,-0.8,0.2,PG,2023,5155500.0
Cory Joseph,josepco01,GSW,296,-4.0,-0.7,-0.2,PG,2024,2019706.0
Cory Joseph,josepco01,ORL,612,-2.3,1.4,0.2,PG,2025,3303771.0
Nikola Jović,jovicni01,MIA,204,-3.4,0.0,-0.1,PF,2023,2239920.0
Nikola Jović,jovicni01,MIA,896,-0.9,1.3,0.5,PF,2024,2352000.0
Nikola Jović,jovicni01,MIA,1156,-0.3,0.6,0.7,PF,2025,2464200.0
Johnny Juzang,juzanjo01,UTA,1270,-0.9,-1.4,-0.1,SG,2025,3087519.0
Mfiondu Kabengele,kabenmf01,CLE,186,-1.9,0.6,0.0,PF,2021,154433.0
Mfiondu Kabengele,kabenmf01,BOS,36,-6.6,-2.4,-0.1,PF,2023,1701593.0
Georgios Kalaitzakis,kalaige01,OKC,166,-4.9,-1.9,-0.2,SF,2022,925258.0
Frank Kaminsky,kaminfr01,PHO,715,0.4,0.8,0.6,C,2021,1620564.0
Frank Kaminsky,kaminfr01,PHO,181,2.4,2.5,0.3,C,2022,1669178.0
Frank Kaminsky,kaminfr01,ATL,176,0.7,1.8,0.2,C,2023,1836090.0
Enes Freedom,kanteen01,POR,1758,2.1,-1.4,1.2,C,2021,5005350.0
Enes Freedom,kanteen01,BOS,411,-1.2,-0.2,0.1,C,2022,1669178.0
Luke Kennard,kennalu01,LAC,1232,0.3,-0.5,0.6,SG,2021,5273826.0
Luke Kennard,kennalu01,LAC,1919,0.8,-0.3,1.2,SG,2022,13347727.0
Luke Kennard,kennalu01,LAC,725,-1.4,0.0,0.1,SG,2023,14415545.0
Luke Kennard,kennalu01,MEM,999,0.6,-0.9,0.4,SG,2024,15418363.0
Luke Kennard,kennalu01,MEM,1472,0.9,0.2,1.2,SG,2025,9250000.0
Walker Kessler,kesslwa01,UTA,1703,1.4,1.5,2.1,C,2023,2696400.0
Walker Kessler,kesslwa01,UTA,1493,-0.4,1.3,1.1,C,2024,2831160.0
Walker Kessler,kesslwa01,UTA,1740,1.1,0.7,1.7,C,2025,2965920.0
Corey Kispert,kispeco01,WAS,1801,-0.8,-1.5,-0.1,SF,2022,3383640.0
Corey Kispert,kispeco01,WAS,2093,-0.1,-1.4,0.2,SF,2023,3552960.0
Corey Kispert,kispeco01,WAS,2067,-0.2,-2.0,-0.1,SF,2024,3722040.0
Corey Kispert,kispeco01,WAS,1602,-1.4,-2.2,-0.7,SF,2025,5705888.0
Maxi Kleber,klebima01,DAL,1341,-0.5,0.5,0.7,PF,2021,8325000.0
Maxi Kleber,klebima01,DAL,1450,-1.6,1.2,0.6,PF,2022,8975000.0
Maxi Kleber,klebima01,DAL,930,-2.2,0.0,0.0,PF,2023,9000000.0
Maxi Kleber,klebima01,DAL,871,-2.3,1.0,0.2,C,2024,11000000.0
Maxi Kleber,klebima01,DAL,637,-4.2,0.4,-0.3,PF,2025,11000000.0
Bobi Klintman,klintbo01,DET,42,-1.0,1.9,0.0,SF,2025,1257153.0
Dalton Knecht,knechda01,LAL,1494,-0.1,-1.7,0.1,SF,2025,3819120.0
Nathan Knight,knighna01,MIN,291,-2.4,-0.8,-0.1,C,2023,1836090.0
Kevin Knox,knoxke01,NYK,464,-1.7,0.4,0.1,SF,2021,4588680.0
Kevin Knox,knoxke01,NYK,111,0.5,-1.9,0.0,SF,2022,5845979.0
Kevin Knox,knoxke01,DET,593,-2.1,-0.6,-0.1,SF,2023,5845979.0
Kevin Knox,knoxke01,DET,560,-2.8,-1.8,-0.4,SF,2024,1845593.0
Kevin Knox,knoxke01,GSW,84,-0.7,-0.6,0.0,SF,2025,263939.0
Tyler Kolek,kolekty01,NYK,296,-2.6,-0.3,-0.1,PG,2025,2087519.0
Christian Koloko,kolokch01,TOR,802,-4.3,0.8,-0.3,C,2023,1500000.0
John Konchar,konchjo01,MEM,575,-0.2,1.4,0.5,SG,2021,2100000.0
John Konchar,konchjo01,MEM,1292,0.2,1.3,1.2,SG,2022,2200000.0
John Konchar,konchjo01,MEM,1494,-1.9,2.4,0.9,SF,2023,2300000.0
John Konchar,konchjo01,MEM,1173,-2.6,2.2,0.5,SF,2024,2400000.0
John Konchar,konchjo01,MEM,558,-0.7,2.3,0.5,SG,2025,6165000.0
Furkan Korkmaz,korkmfu01,PHI,1062,-0.3,0.2,0.5,SG,2021,1762796.0
Furkan Korkmaz,korkmfu01,PHI,1414,-2.0,-1.1,-0.4,SG,2022,4629630.0
Furkan Korkmaz,korkmfu01,PHI,353,-3.3,-1.0,-0.2,SG,2023,5000000.0
Furkan Korkmaz,korkmfu01,PHI,300,-3.2,0.4,-0.1,SG,2024,5370370.0
Luke Kornet,kornelu01,BOS,254,-0.8,1.8,0.2,C,2021,2250000.0
Luke Kornet,kornelu01,BOS,85,0.6,1.4,0.1,C,2022,565986.0
Luke Kornet,kornelu01,BOS,804,-0.4,1.3,0.6,C,2023,2133278.0
Luke Kornet,kornelu01,BOS,983,1.6,1.8,1.3,C,2024,2413304.0
Luke Kornet,kornelu01,BOS,1361,1.6,1.7,1.8,C,2025,2087519.0
Vit Krejci,krejcvi01,OKC,690,-4.3,-1.0,-0.6,SG,2022,925258.0
Vit Krejci,krejcvi01,ATL,165,-4.2,0.6,-0.1,PG,2023,1563518.0
Vit Krejci,krejcvi01,ATL,1153,0.0,0.7,0.8,PG,2025,2162606.0
Jonathan Kuminga,kuminjo01,GSW,1185,-1.3,-0.2,0.1,SF,2022,5466360.0
Jonathan Kuminga,kuminjo01,GSW,1394,-1.7,-0.1,0.1,PF,2023,5739860.0
Jonathan Kuminga,kuminjo01,GSW,1949,0.0,-0.4,0.8,PF,2024,6012840.0
Jonathan Kuminga,kuminjo01,GSW,1144,-0.5,-0.1,0.4,PF,2025,7636154.0
Kyle Kuzma,kuzmaky01,LAL,1954,-0.4,-0.1,0.8,SF,2021,3562178.0
Kyle Kuzma,kuzmaky01,WAS,2204,0.2,-0.4,1.0,PF,2022,13000000.0
Kyle Kuzma,kuzmaky01,WAS,2239,-0.2,-1.5,0.2,PF,2023,13000000.0
Kyle Kuzma,kuzmaky01,WAS,2281,0.5,-1.6,0.5,PF,2024,25568182.0
Kyle Kuzma,kuzmaky01,MIL,1049,-2.9,-1.8,-0.7,PF,2025,22410605.0
Jeremy Lamb,lambje01,IND,765,0.7,0.7,0.7,SG,2021,10500000.0
Jeremy Lamb,lambje01,IND,613,-0.2,-0.2,0.2,SF,2022,10500000.0
Jock Landale,landajo01,SAS,589,0.7,-1.1,0.2,C,2022,925258.0
Jock Landale,landajo01,PHO,979,-0.7,-0.4,0.2,C,2023,1563518.0
Jock Landale,landajo01,HOU,763,-0.5,0.4,0.4,C,2024,8000000.0
Jock Landale,landajo01,HOU,500,0.0,0.4,0.3,C,2025,8000000.0
Romeo Langford,langfro01,BOS,283,-4.9,0.2,-0.2,SG,2021,3631200.0
Romeo Langford,langfro01,BOS,728,-2.3,1.1,0.2,SG,2022,3804360.0
Romeo Langford,langfro01,SAS,844,-2.6,-1.5,-0.5,SG,2023,5634257.0
Jake LaRavia,laravja01,MEM,414,-3.9,0.4,-0.2,PF,2023,3047640.0
Jake LaRavia,laravja01,MEM,806,-1.4,-1.0,-0.1,PF,2024,3199920.0
Jake LaRavia,laravja01,MEM,982,-0.2,1.5,0.8,PF,2025,3352680.0
Pelle Larsson,larsspe01,MIA,782,-3.8,0.7,-0.2,SG,2025,1157143.0
Zach LaVine,lavinza01,CHI,2034,4.9,-0.8,3.1,SG,2021,19500000.0
Zach LaVine,lavinza01,CHI,2328,3.9,-1.5,2.6,SG,2022,19500000.0
Zach LaVine,lavinza01,CHI,2768,2.7,-0.7,2.7,SG,2023,37096500.0
Zach LaVine,lavinza01,CHI,872,0.8,-0.7,0.5,SG,2024,40064220.0
Zach LaVine,lavinza01,CHI,1432,2.7,-1.0,1.3,SF,2025,44531940.0
A.J. Lawson,lawsoaj01,DAL,311,-3.1,-1.5,-0.2,SG,2024,1000000.0
A.J. Lawson,lawsoaj01,TOR,486,-1.5,-1.0,-0.1,SG,2025,2120693.0
Jake Layman,laymaja01,MIN,627,-2.2,0.2,0.0,SF,2021,3761085.0
Jake Layman,laymaja01,MIN,231,-3.3,-0.6,-0.1,SF,2022,3940185.0
T.J. Leaf,leaftj01,POR,35,-3.9,0.9,0.0,PF,2021,4326825.0
Jalen Lecque,lecquja01,IND,12,-6.6,-6.3,0.0,PG,2021,1517981.0
Damion Lee,leeda03,GSW,1079,-0.7,0.9,0.6,SG,2021,1762796.0
Damion Lee,leeda03,GSW,1256,-2.4,0.4,0.0,SG,2022,1910860.0
Damion Lee,leeda03,PHO,1506,-1.3,-0.4,0.1,SG,2023,1836090.0
Damion Lee,leeda03,PHO,144,-2.9,-2.1,-0.1,SG,2025,2087519.0
Saben Lee,leesa01,DET,604,-1.9,1.5,0.2,PG,2022,1489065.0
Saben Lee,leesa01,PHO,363,-2.7,0.9,0.0,PG,2023,1752638.0
Alex Len,lenal01,WAS,903,-0.7,0.9,0.5,C,2021,1265372.0
Alex Len,lenal01,SAC,620,-3.2,0.3,-0.1,C,2022,3732000.0
Alex Len,lenal01,SAC,161,-4.9,0.9,-0.1,C,2023,3918000.0
Alex Len,lenal01,SAC,444,-2.7,2.9,0.2,C,2024,2019760.0
Alex Len,lenal01,SAC,258,-2.1,2.4,0.2,C,2025,743829.0
Kawhi Leonard,leonaka01,LAC,1773,6.0,1.3,4.2,SF,2021,34379100.0
Kawhi Leonard,leonaka01,LAC,1748,5.1,0.9,3.5,SF,2023,42492492.0
Kawhi Leonard,leonaka01,LAC,2330,4.8,0.6,4.4,SF,2024,45640084.0
Kawhi Leonard,leonaka01,LAC,1180,2.5,0.6,1.5,SF,2025,49350000.0
Meyers Leonard,leoname01,MIA,29,-3.3,-0.4,0.0,C,2021,9400000.0
Meyers Leonard,leoname01,MIL,114,-2.8,-2.2,-0.1,C,2023,284911.0
Caris LeVert,leverca01,IND,1152,0.5,-0.5,0.6,SG,2021,16203704.0
Caris LeVert,leverca01,IND,1214,1.0,-1.3,0.5,SG,2022,17500000.0
Caris LeVert,leverca01,CLE,2237,-1.0,0.8,1.0,SG,2023,18796296.0
Caris LeVert,leverca01,CLE,1958,-0.6,0.8,1.1,SG,2024,15384616.0
Caris LeVert,leverca01,CLE,904,0.5,0.7,0.7,SF,2025,16615384.0
Kira Lewis Jr.,lewiski01,NOP,904,-3.2,-0.2,-0.3,PG,2021,3640200.0
Kira Lewis Jr.,lewiski01,NOP,341,-2.8,-1.2,-0.2,PG,2022,3822240.0
Kira Lewis Jr.,lewiski01,NOP,235,-0.8,0.5,0.1,PG,2023,4004280.0
Kira Lewis Jr.,lewiski01,NOP,144,-6.4,-1.1,-0.2,PG,2024,5722116.0
Maxwell Lewis,lewisma05,LAL,103,-10.3,-3.2,-0.3,SF,2024,1119563.0
Maxwell Lewis,lewisma05,BRK,298,-2.9,-1.0,-0.1,SF,2025,1891857.0
E.J. Liddell,liddeej01,NOP,23,-8.7,4.0,0.0,PF,2024,1801769.0
E.J. Liddell,liddeej01,CHI,53,-2.7,-1.4,0.0,PF,2025,2120693.0
Damian Lillard,lillada01,POR,2398,7.5,-1.3,5.0,PG,2021,31626953.0
Damian Lillard,lillada01,POR,1056,4.0,-2.7,0.9,PG,2022,39344900.0
Damian Lillard,lillada01,POR,2107,8.3,-1.2,4.9,PG,2023,42492492.0
Damian Lillard,lillada01,MIL,2579,3.4,-1.3,2.7,PG,2024,45640084.0
Damian Lillard,lillada01,MIL,2093,4.7,-0.6,3.2,PG,2025,48787676.0
Nassir Little,littlna01,POR,640,-1.1,-1.6,-0.1,PF,2021,2210640.0
Nassir Little,littlna01,POR,1088,-0.9,-0.6,0.2,SF,2022,2316240.0
Nassir Little,littlna01,POR,976,-1.6,-1.4,-0.3,SF,2023,4171548.0
Nassir Little,littlna01,PHO,458,-2.4,-0.6,-0.1,SF,2024,6250000.0
Dereck Lively II,livelde01,DAL,1294,-0.3,0.8,0.8,C,2024,4775640.0
Dereck Lively II,livelde01,DAL,833,1.1,2.2,1.1,C,2025,5014560.0
Isaiah Livers,liveris01,DET,383,-1.3,-0.2,0.0,SF,2022,1057260.0
Isaiah Livers,liveris01,DET,1199,-2.1,-0.3,-0.1,PF,2023,1563518.0
Isaiah Livers,liveris01,DET,469,-5.0,-1.5,-0.5,PF,2024,1836096.0
Chris Livingston,livinch01,MIL,90,-7.0,-1.0,-0.1,SF,2024,1119563.0
Chris Livingston,livinch01,MIL,106,-5.0,-1.1,-0.1,SF,2025,1891857.0
Kenneth Lofton Jr.,loftoke01,MEM,176,0.7,-1.1,0.1,PF,2023,1000000.0
Kenneth Lofton Jr.,loftoke01,MEM,99,-5.4,0.9,-0.1,PF,2024,500000.0
Kevon Looney,looneke01,GSW,1161,-1.8,1.0,0.3,C,2021,4464226.0
Kevon Looney,looneke01,GSW,1732,-0.9,1.7,1.3,C,2022,5178572.0
Kevon Looney,looneke01,GSW,1958,0.9,1.3,2.0,C,2023,8000000.0
Kevon Looney,looneke01,GSW,1195,-0.8,1.4,0.8,C,2024,7500000.0
Kevon Looney,looneke01,GSW,1142,-1.0,1.3,0.7,C,2025,8000000.0
Brook Lopez,lopezbr01,MIL,1902,0.0,0.0,0.9,C,2021,12697674.0
Brook Lopez,lopezbr01,MIL,298,-0.7,-0.7,0.1,C,2022,13302325.0
Brook Lopez,lopezbr01,MIL,2373,0.8,1.3,2.5,C,2023,13906976.0
Brook Lopez,lopezbr01,MIL,2411,0.2,0.8,1.8,C,2024,25000000.0
Brook Lopez,lopezbr01,MIL,2546,0.4,0.4,1.8,C,2025,23000000.0
Robin Lopez,lopezro01,WAS,1354,0.2,-1.2,0.4,C,2021,7300000.0
Robin Lopez,lopezro01,ORL,612,-2.4,-1.4,-0.3,C,2022,5000000.0
Robin Lopez,lopezro01,CLE,299,-3.4,0.3,-0.1,C,2023,1836090.0
Robin Lopez,lopezro01,MIL,65,-4.7,-1.4,-0.1,C,2024,2019706.0
Kevin Love,loveke01,CLE,622,0.9,-0.9,0.3,PF,2021,31258256.0
Kevin Love,loveke01,CLE,1665,4.4,0.1,2.7,C,2022,31258256.0
Kevin Love,loveke01,CLE,821,0.8,0.6,0.7,PF,2023,3114138.0
Kevin Love,loveke01,MIA,924,2.7,1.0,1.3,PF,2024,3835738.0
Kevin Love,loveke01,MIA,251,-0.3,0.7,0.2,PF,2025,3850000.0
Kyle Lowry,lowryky01,TOR,1601,2.0,-0.4,1.5,PG,2021,30500000.0
Kyle Lowry,lowryky01,MIA,2133,1.1,0.8,2.1,PG,2022,26894128.0
Kyle Lowry,lowryky01,MIA,1718,-0.7,0.8,0.9,PG,2023,28333334.0
Kyle Lowry,lowryky01,MIA,1037,-2.0,1.3,0.3,PG,2024,2795839.0
Kyle Lowry,lowryky01,PHI,659,-2.8,1.5,0.1,PG,2025,2087519.0
Timothé Luwawu-Cabarrot,luwawti01,BRK,1050,-3.2,-1.2,-0.6,SF,2021,654469.0
Timothé Luwawu-Cabarrot,luwawti01,ATL,685,-2.3,-1.0,-0.2,SF,2022,1669178.0
Trey Lyles,lylestr01,SAS,358,-1.3,-0.5,0.0,PF,2021,5500000.0
Trey Lyles,lylestr01,DET,990,0.5,-0.4,0.5,PF,2022,2500000.0
Trey Lyles,lylestr01,SAC,1247,0.0,-0.9,0.3,PF,2023,2700000.0
Trey Lyles,lylestr01,SAC,1158,-0.4,-0.7,0.3,PF,2024,8000000.0
Trey Lyles,lylestr01,SAC,1349,-0.4,-0.3,0.4,PF,2025,8000000.0
Thon Maker,makerth01,CLE,76,-0.3,1.1,0.1,C,2021,1620564.0
Théo Maledon,maledth01,OKC,1778,-4.0,-1.0,-1.3,PG,2021,2000000.0
Théo Maledon,maledth01,OKC,908,-3.7,-0.7,-0.6,PG,2022,2000000.0
Théo Maledon,maledth01,CHO,854,-3.0,0.5,-0.1,PG,2023,1900000.0
Sandro Mamukelashvili,mamuksa01,SAS,443,0.3,-2.1,0.0,C,2023,357717.0
